,td,dataset,file,prop,subevent,role,causation,syntax,entities,relations,statements,density,3_statements,5_statements,in_degree_3,out_degree_3,in_degree_5,in_degree_simple_hr,out_degree_simple_hr
65,simple-triple+text,kg_base_prop_1_subevent_1_role_0_causation_1_syntax_simple_rdf_reification,test.txt,1,1,0,1,simple_rdf_reification,2019,72,3698,7.31250517359741e-08,3698,0,2.1287188828172434,5.03012912482066,0,0,0
66,simple-triple+text,kg_base_prop_1_subevent_1_role_0_causation_1_syntax_simple_rdf_sp,train.txt,1,1,0,1,simple_rdf_sp,24314,398,64141,2.4306842495679277e-10,64141,0,2.4145364689843216,8.11948424068768,0,0,0
67,simple-triple+text,kg_base_prop_1_subevent_1_role_0_causation_1_syntax_simple_rdf_sp,valid.txt,1,1,0,1,simple_rdf_sp,3702,216,6723,2.2124515934950294e-08,6723,0,1.6766004415011038,8.18867924528302,0,0,0
68,simple-triple+text,kg_base_prop_1_subevent_1_role_0_causation_1_syntax_simple_rdf_sp,test.txt,1,1,0,1,simple_rdf_sp,1581,153,2712,1.3596296586350625e-07,2712,0,1.6867469879518073,6.116504854368932,0,0,0
69,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_prop,train.txt,1,1,1,0,simple_rdf_prop,1135038,1187,1828815,2.9899260682079164e-13,1828815,0,2.405972964725744,3.060631266919738,0,0,0
70,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_prop,valid.txt,1,1,1,0,simple_rdf_prop,118105,866,184525,2.93690279114247e-11,184525,0,2.3000562886984803,3.064888740728394,0,0,0
71,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_0_syntax_simple_rdf_prop,test.txt,1,1,1,0,simple_rdf_prop,41345,716,63731,2.462059441800982e-10,63731,0,2.255955973726256,3.0811269517990496,0,0,0
72,simple-triple+text,kg_base_prop_1_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,train.txt,1,0,1,0,simple_rdf_sp,409159,1027,649278,2.3721307582861945e-12,649278,0,2.370211146763648,3.0353615338481146,0,0,0
73,simple-triple+text,kg_base_prop_1_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,valid.txt,1,0,1,0,simple_rdf_sp,48737,724,74973,1.7790584693097033e-10,74973,0,2.2756470695580764,3.071217469830063,0,0,0
74,simple-triple+text,kg_base_prop_1_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,test.txt,1,0,1,0,simple_rdf_sp,25910,628,39456,6.423531973197201e-10,39456,0,2.2299026268115942,3.0796716184519157,0,0,0
75,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,train.txt,1,1,1,1,simple_rdf_prop,1139691,1188,1835734,2.9674300937541387e-13,1835734,0,2.4003589509284935,3.061049646055037,0,0,0
76,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,valid.txt,1,1,1,1,simple_rdf_prop,118720,867,185430,2.908305357835143e-11,185430,0,2.2937313803376367,3.065513122532267,0,0,0
77,simple-triple+text,kg_base_prop_1_subevent_1_role_1_causation_1_syntax_simple_rdf_prop,test.txt,1,1,1,1,simple_rdf_prop,41726,720,64282,2.420032726567208e-10,64282,0,2.245148181881875,3.0819908631882664,0,0,0
78,simple-triple+text,kg_base_prop_0_subevent_1_role_0_causation_1_syntax_simple_rdf_sp,train.txt,0,1,0,1,simple_rdf_sp,10690,229,15623,4.0970487773609576e-09,15623,0,1.6450389719823046,4.520405209840811,0,0,0
79,simple-triple+text,kg_base_prop_0_subevent_1_role_0_causation_1_syntax_simple_rdf_sp,valid.txt,0,1,0,1,simple_rdf_sp,1351,121,1597,3.9209397394692383e-07,1597,0,1.280673616680032,4.105398457583547,0,0,0
80,simple-triple+text,kg_base_prop_0_subevent_1_role_0_causation_1_syntax_simple_rdf_sp,test.txt,0,1,0,1,simple_rdf_sp,750,93,909,1.2102420363048407e-06,909,0,1.3814589665653496,3.3054545454545456,0,0,0
81,simple-triple+text,kg_base_prop_1_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,train.txt,1,0,1,0,simple_rdf_reification,904676,114,2381875,1.7626336942165165e-13,2381875,0,5.831008686194682,3.3577067767275417,0,0,0
82,simple-triple+text,kg_base_prop_1_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,valid.txt,1,0,1,0,simple_rdf_reification,140533,72,302991,1.0892825415672736e-11,302991,0,3.9716590163934424,3.416928996152501,0,0,0
83,simple-triple+text,kg_base_prop_1_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,test.txt,1,0,1,0,simple_rdf_reification,80797,53,178539,3.1371393055374346e-11,178539,0,4.227291030104929,3.4750574399314615,0,0,0
84,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,train.txt,0,0,1,0,simple_rdf_reification,183087,10,399310,6.27161842156985e-12,399310,0,3.6895599064928346,3.0709067138352686,0,0,0
85,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,valid.txt,0,0,1,0,simple_rdf_reification,27987,10,55201,3.2817546507445924e-10,55201,0,3.1310833806012477,3.0737234812628764,0,0,0
86,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_reification,test.txt,0,0,1,0,simple_rdf_reification,21948,10,44745,4.994718023256431e-10,44745,0,3.304652880354505,3.0882048450548694,0,0,0
87,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,train.txt,0,0,1,0,simple_rdf_sp,108996,763,167390,3.5689542536832885e-11,167390,0,2.2709574136129915,2.9923666851391695,0,0,0
88,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,valid.txt,0,0,1,0,simple_rdf_sp,15552,493,22982,1.893321468316844e-09,22982,0,2.171595955778135,3.0164063525397036,0,0,0
89,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_0_syntax_simple_rdf_sp,test.txt,0,0,1,0,simple_rdf_sp,12386,466,18378,2.960762050884817e-09,18378,0,2.1718269912550223,3.0157531998687235,0,0,0
90,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,train.txt,0,0,1,1,simple_rdf_sp,110344,764,169386,3.485338592591047e-11,169386,0,2.2567648587073825,2.9944843192023476,0,0,0
91,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,valid.txt,0,0,1,1,simple_rdf_sp,15816,494,23371,1.8308189930209564e-09,23371,0,2.1546049598967456,3.0187290105915783,0,0,0
92,simple-triple+text,kg_base_prop_0_subevent_0_role_1_causation_1_syntax_simple_rdf_sp,test.txt,0,0,1,1,simple_rdf_sp,12632,471,18730,2.850522315456473e-09,18730,0,2.1508957280661463,3.0185334407735698,0,0,0
93,simple-triple+text,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,train.txt,0,1,1,1,simple_rdf_sp,403382,912,633903,2.4885959257463106e-12,633903,0,2.326675182053089,3.00930471027221,0,0,0
94,simple-triple+text,kg_base_prop_0_subevent_1_role_1_causation_1_syntax_simple_rdf_sp,valid.txt,0,1,1,1,simple_rdf_sp,42317,641,64426,2.40922667746838e-10,64426,0,2.2212798234726243,3.014787084698175,0,0,0
